Country,Category,Location,Impact,Units,Reference,Value
Botswana,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,2.02
Botswana,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,76.34
Botswana,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,62.50
Botswana,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,90.54
Botswana,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,64.65
Botswana,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,7.37
Botswana,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"1,346.38"
Botswana,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"1,124.93"
Botswana,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"1,447.01"
Botswana,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,990.51
Botswana,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,9.64
Botswana,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,1.84
Botswana,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,32.54
Botswana,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,0.91
Botswana,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,4.99
Brazil,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"44,985.48"
Brazil,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"48,091.73"
Brazil,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"19,537.48"
Brazil,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"40,949.82"
Brazil,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,4.79
Brazil,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"14,209.09"
Brazil,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"16,482.59"
Brazil,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"6,731.08"
Brazil,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"13,234.00"
Brazil,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,26.81
Brazil,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"13,495.64"
Brazil,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"14,427.52"
Brazil,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"5,861.24"
Brazil,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"12,284.95"
Brazil,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,6.38
Brazil,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,272.90
Brazil,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,288.17
Brazil,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,121.03
Brazil,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,236.20
Brazil,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,16.13
Brazil,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"4,284.69"
Brazil,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"4,813.17"
Brazil,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,115.88"
Brazil,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"3,818.63"
Brazil,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,10.01
Brazil,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,2.64
Brazil,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,62.27
Brazil,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,1.98
Brazil,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,5.18
British Virgin Islands,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"8,846.44"
British Virgin Islands,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"7,565.05"
British Virgin Islands,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"5,173.91"
British Virgin Islands,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"7,425.36"
British Virgin Islands,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,5.63
British Virgin Islands,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"2,959.55"
British Virgin Islands,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"2,603.95"
British Virgin Islands,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"1,848.10"
British Virgin Islands,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"2,528.72"
British Virgin Islands,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,28.67
British Virgin Islands,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"2,653.93"
British Virgin Islands,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"2,269.52"
British Virgin Islands,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"1,552.17"
British Virgin Islands,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"2,227.61"
British Virgin Islands,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,9.14
British Virgin Islands,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,50.11
British Virgin Islands,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,44.25
British Virgin Islands,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,36.34
British Virgin Islands,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,43.91
British Virgin Islands,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,18.87
British Virgin Islands,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"1,104.85"
British Virgin Islands,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,989.39
British Virgin Islands,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,803.12
British Virgin Islands,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,713.12
British Virgin Islands,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,11.66
British Virgin Islands,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,2.03
British Virgin Islands,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,93.26
British Virgin Islands,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,2.31
British Virgin Islands,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,270.51
Brunei Darussalam,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"17,132.95"
Brunei Darussalam,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"13,095.45"
Brunei Darussalam,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"14,308.80"
Brunei Darussalam,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"13,531.27"
Brunei Darussalam,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,10.16
Brunei Darussalam,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"6,389.29"
Brunei Darussalam,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"5,116.48"
Brunei Darussalam,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"5,438.81"
Brunei Darussalam,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"5,151.44"
Brunei Darussalam,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,32.21
Brunei Darussalam,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"5,139.88"
Brunei Darussalam,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"3,928.64"
Brunei Darussalam,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"4,292.64"
Brunei Darussalam,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"4,059.38"
Brunei Darussalam,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,37.12
Brunei Darussalam,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,116.54
Brunei Darussalam,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,87.81
Brunei Darussalam,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,103.57
Brunei Darussalam,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,91.07
Brunei Darussalam,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,34.89
Brunei Darussalam,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"1,937.08"
Brunei Darussalam,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"1,581.20"
Brunei Darussalam,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"1,672.96"
Brunei Darussalam,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"1,367.04"
Brunei Darussalam,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,46.68
Brunei Darussalam,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,1.37
Brunei Darussalam,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,77.37
Brunei Darussalam,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,4.25
Brunei Darussalam,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,24.15
Bulgaria,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"45,054.89"
Bulgaria,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"36,633.93"
Bulgaria,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"21,411.72"
Bulgaria,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"33,938.57"
Bulgaria,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,6.61
Bulgaria,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"14,226.15"
Bulgaria,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"13,783.01"
Bulgaria,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"7,114.37"
Bulgaria,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"11,488.95"
Bulgaria,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,32.07
Bulgaria,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"13,516.47"
Bulgaria,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"10,990.18"
Bulgaria,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"6,423.52"
Bulgaria,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"10,181.57"
Bulgaria,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,6.09
Bulgaria,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,254.43
Bulgaria,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,236.47
Bulgaria,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,123.29
Bulgaria,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,201.20
Bulgaria,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,21.71
Bulgaria,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"4,407.13"
Bulgaria,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"4,135.25"
Bulgaria,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,349.29"
Bulgaria,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"3,313.78"
Bulgaria,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,16.51
Bulgaria,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,5.47
Bulgaria,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,117.04
Bulgaria,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,2.66
Bulgaria,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,8.54
Burkina Faso,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"38,067.03"
Burkina Faso,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"33,802.41"
Burkina Faso,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"19,848.05"
Burkina Faso,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"31,323.63"
Burkina Faso,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,1.12
Burkina Faso,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"12,943.04"
Burkina Faso,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"13,121.18"
Burkina Faso,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"6,783.96"
Burkina Faso,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"10,862.11"
Burkina Faso,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,20.59
Burkina Faso,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"11,420.11"
Burkina Faso,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"10,140.72"
Burkina Faso,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"5,954.41"
Burkina Faso,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"9,397.09"
Burkina Faso,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,0.36
Burkina Faso,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,247.26
Burkina Faso,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,234.77
Burkina Faso,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,122.13
Burkina Faso,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,198.19
Burkina Faso,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,3.73
Burkina Faso,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"3,957.75"
Burkina Faso,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"3,902.66"
Burkina Faso,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,206.53"
Burkina Faso,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"3,135.40"
Burkina Faso,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,1.37
Burkina Faso,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,1.42
Burkina Faso,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,101.64
Burkina Faso,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,0.46
Burkina Faso,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,0.71
Burundi,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"32,604.42"
Burundi,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"24,342.91"
Burundi,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"19,268.68"
Burundi,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"24,687.09"
Burundi,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,2.22
Burundi,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"11,122.33"
Burundi,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"8,500.21"
Burundi,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"6,666.76"
Burundi,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"8,448.34"
Burundi,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,23.19
Burundi,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"9,781.33"
Burundi,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"7,302.87"
Burundi,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"5,780.60"
Burundi,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"7,406.13"
Burundi,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,2.02
Burundi,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,222.81
Burundi,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,167.09
Burundi,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,120.29
Burundi,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,167.00
Burundi,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,7.37
Burundi,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"3,734.25"
Burundi,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"2,946.90"
Burundi,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,354.38"
Burundi,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"2,467.42"
Burundi,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,0.51
Burundi,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,1.84
Burundi,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,231.56
Burundi,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,0.91
Burundi,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,0.26
Cabo Verde,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"21,849.27"
Cabo Verde,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"16,132.00"
Cabo Verde,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"19,227.62"
Cabo Verde,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"16,662.41"
Cabo Verde,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,6.32
Cabo Verde,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"7,704.87"
Cabo Verde,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"5,790.47"
Cabo Verde,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"6,660.44"
Cabo Verde,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"5,880.03"
Cabo Verde,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,59.97
Cabo Verde,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"6,554.78"
Cabo Verde,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"4,839.60"
Cabo Verde,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"5,768.29"
Cabo Verde,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"4,998.72"
Cabo Verde,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,2.29
Cabo Verde,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,183.23
Cabo Verde,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,131.61
Cabo Verde,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,120.39
Cabo Verde,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,135.91
Cabo Verde,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,19.84
Cabo Verde,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"2,562.99"
Cabo Verde,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"1,975.35"
Cabo Verde,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,163.74"
Cabo Verde,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"1,726.81"
Cabo Verde,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,3.89
Cabo Verde,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,4.80
Cabo Verde,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,106.98
Cabo Verde,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,2.43
Cabo Verde,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,2.01
Cambodia,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"56,116.49"
Cambodia,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"41,746.68"
Cambodia,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"21,911.44"
Cambodia,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"34,941.41"
Cambodia,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,9.40
Cambodia,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"17,021.72"
Cambodia,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"15,522.52"
Cambodia,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"7,389.29"
Cambodia,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"11,996.25"
Cambodia,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,28.65
Cambodia,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"16,834.95"
Cambodia,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"12,524.01"
Cambodia,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"6,573.43"
Cambodia,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"10,482.42"
Cambodia,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,35.10
Cambodia,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,326.76
Cambodia,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,268.70
Cambodia,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,130.90
Cambodia,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,214.57
Cambodia,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,31.80
