Country,Category,Location,Impact,Units,Reference,Value
Nepal,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"159,963.88"
Nepal,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"112,233.54"
Nepal,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"53,752.37"
Nepal,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"80,033.56"
Nepal,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,1.63
Nepal,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"59,995.31"
Nepal,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"47,512.70"
Nepal,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"23,643.41"
Nepal,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"33,813.92"
Nepal,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,19.43
Nepal,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"47,989.16"
Nepal,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"33,670.06"
Nepal,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"16,125.71"
Nepal,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"24,010.07"
Nepal,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,0.78
Nepal,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,765.93
Nepal,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,573.31
Nepal,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,250.88
Nepal,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,416.44
Nepal,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,5.52
Nepal,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"17,611.76"
Nepal,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"13,497.51"
Nepal,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"7,004.12"
Nepal,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"9,214.30"
Nepal,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,2.62
Nepal,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,1.82
Nepal,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,244.46
Nepal,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,0.68
Nepal,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,1.36
Netherlands,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"36,315.83"
Netherlands,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"32,780.85"
Netherlands,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"19,374.98"
Netherlands,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"30,943.25"
Netherlands,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,25.28
Netherlands,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"12,616.00"
Netherlands,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"12,890.42"
Netherlands,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"6,682.61"
Netherlands,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"10,765.70"
Netherlands,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,51.51
Netherlands,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"10,894.75"
Netherlands,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"9,834.26"
Netherlands,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"5,812.49"
Netherlands,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"9,282.97"
Netherlands,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,67.53
Netherlands,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,240.14
Netherlands,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,216.19
Netherlands,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,120.28
Netherlands,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,196.31
Netherlands,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,83.63
Netherlands,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"4,042.33"
Netherlands,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"4,020.61"
Netherlands,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,366.16"
Netherlands,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"3,105.40"
Netherlands,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,40.20
Netherlands,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,4.35
Netherlands,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,238.20
Netherlands,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,10.13
Netherlands,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,20.79
New Caledonia,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"7,340.24"
New Caledonia,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"6,821.52"
New Caledonia,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"3,605.67"
New Caledonia,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"6,568.69"
New Caledonia,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,9.40
New Caledonia,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"2,453.53"
New Caledonia,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"2,331.19"
New Caledonia,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"1,332.77"
New Caledonia,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"2,225.38"
New Caledonia,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,28.65
New Caledonia,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"2,202.07"
New Caledonia,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"2,046.46"
New Caledonia,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"1,081.70"
New Caledonia,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"1,970.61"
New Caledonia,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,35.10
New Caledonia,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,39.19
New Caledonia,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,38.88
New Caledonia,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,25.86
New Caledonia,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,37.83
New Caledonia,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,31.80
New Caledonia,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"1,013.94"
New Caledonia,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,965.06
New Caledonia,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,711.19
New Caledonia,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,628.06
New Caledonia,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,14.43
New Caledonia,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,1.99
New Caledonia,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,135.80
New Caledonia,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,3.86
New Caledonia,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,321.01
New Zealand,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"7,824.82"
New Zealand,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"8,928.17"
New Zealand,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"3,984.25"
New Zealand,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"8,248.09"
New Zealand,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,8.10
New Zealand,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"2,607.77"
New Zealand,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"3,032.47"
New Zealand,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"1,452.33"
New Zealand,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"2,768.21"
New Zealand,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,25.15
New Zealand,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"2,347.45"
New Zealand,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"2,678.45"
New Zealand,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"1,195.28"
New Zealand,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"2,474.43"
New Zealand,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,19.90
New Zealand,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,42.27
New Zealand,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,52.57
New Zealand,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,28.09
New Zealand,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,48.41
New Zealand,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,27.01
New Zealand,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,883.63
New Zealand,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,989.20
New Zealand,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,568.63
New Zealand,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,782.20
New Zealand,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,27.42
New Zealand,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,2.76
New Zealand,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,34.61
New Zealand,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,3.29
New Zealand,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,14.18
Nicaragua,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"21,441.51"
Nicaragua,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"22,674.15"
Nicaragua,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"16,558.79"
Nicaragua,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"21,864.78"
Nicaragua,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,5.63
Nicaragua,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"7,014.57"
Nicaragua,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"7,594.50"
Nicaragua,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"5,437.56"
Nicaragua,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"7,188.51"
Nicaragua,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,28.67
Nicaragua,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"6,432.45"
Nicaragua,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"6,802.24"
Nicaragua,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"4,967.64"
Nicaragua,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"6,559.43"
Nicaragua,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,9.14
Nicaragua,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,182.59
Nicaragua,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,202.11
Nicaragua,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,120.03
Nicaragua,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,191.20
Nicaragua,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,18.87
Nicaragua,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"2,230.56"
Nicaragua,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"2,384.01"
Nicaragua,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"1,779.80"
Nicaragua,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"2,063.58"
Nicaragua,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,3.76
Nicaragua,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,2.03
Nicaragua,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,66.69
Nicaragua,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,2.31
Nicaragua,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,1.95
Niger,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"36,464.61"
Niger,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"32,660.82"
Niger,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"19,468.84"
Niger,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"30,837.54"
Niger,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,1.02
Niger,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"12,667.05"
Niger,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"12,882.47"
Niger,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"6,712.17"
Niger,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"10,755.92"
Niger,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,24.19
Niger,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"10,939.38"
Niger,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"9,798.25"
Niger,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"5,840.65"
Niger,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"9,251.26"
Niger,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,0.21
Niger,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,242.59
Niger,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,231.01
Niger,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,121.28
Niger,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,196.68
Niger,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,3.33
Niger,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"3,781.35"
Niger,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"3,739.18"
Niger,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,095.32"
Niger,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"3,104.25"
Niger,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,0.92
Niger,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,2.33
Niger,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,54.49
Niger,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,0.41
Niger,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,0.47
Nigeria,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"38,078.85"
Nigeria,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"33,630.77"
Nigeria,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"19,752.25"
Nigeria,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"31,386.37"
Nigeria,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,3.28
Nigeria,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"12,931.13"
Nigeria,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"13,077.14"
Nigeria,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"6,762.54"
Nigeria,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"10,871.09"
Nigeria,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,27.69
Nigeria,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"11,423.65"
Nigeria,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"10,089.23"
Nigeria,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"5,925.68"
Nigeria,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"9,415.91"
Nigeria,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,2.48
Nigeria,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,244.23
Nigeria,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,232.45
Nigeria,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,121.05
Nigeria,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,197.32
Nigeria,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,11.04
Nigeria,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"4,152.22"
Nigeria,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"4,084.86"
Nigeria,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,395.27"
Nigeria,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"3,138.96"
Nigeria,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,3.22
Nigeria,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,1.90
Nigeria,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,216.82
Nigeria,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,1.36
Nigeria,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,1.67
North Macedonia,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"44,177.13"
North Macedonia,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"37,003.37"
North Macedonia,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"21,180.45"
North Macedonia,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"33,786.04"
North Macedonia,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,12.50
North Macedonia,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"14,196.44"
North Macedonia,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"13,883.45"
North Macedonia,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"7,146.96"
North Macedonia,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"11,493.88"
North Macedonia,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,36.36
North Macedonia,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"13,253.14"
North Macedonia,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"11,101.01"
North Macedonia,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"6,354.14"
North Macedonia,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"10,135.81"
North Macedonia,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,27.90
North Macedonia,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,257.45
North Macedonia,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,239.48
North Macedonia,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,123.93
North Macedonia,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,202.63
North Macedonia,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,41.25
North Macedonia,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"4,367.44"
North Macedonia,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"4,162.89"
North Macedonia,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,358.26"
North Macedonia,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"3,297.61"
North Macedonia,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,12.50
North Macedonia,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,5.28
North Macedonia,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,126.69
North Macedonia,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,5.01
North Macedonia,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,6.47
Northern Mariana Islands,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"7,597.74"
Northern Mariana Islands,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"6,971.46"
Northern Mariana Islands,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"4,042.22"
Northern Mariana Islands,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"6,732.57"
Northern Mariana Islands,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,9.40
Northern Mariana Islands,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"2,536.68"
Northern Mariana Islands,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"2,382.25"
Northern Mariana Islands,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"1,470.37"
Northern Mariana Islands,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"2,279.69"
Northern Mariana Islands,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,28.65
